,id_municipio,nome_municipio,geometria
72,3304904,São Gonçalo,"POLYGON ((-43.02107025419794 -22.826261581394117, -43.019157967364826 -22.82219159358117, -43.017513115756415 -22.817552976381545, -43.01633226912375 -22.812775120422177, -43.015626868598396 -22.80790431797934, -43.01540374875139 -22.802987761880583, -43.01566507137365 -22.79807308825709, -43.01595298891562 -22.796188392031883, -43.0140466254526 -22.794570599723045, -43.01346880903063 -22.794368173113913, -43.0091678047879 -22.79629089410228, -43.00451873397115 -22.79784353016681, -43.00376132551453 -22.798016285994027, -42.999871735891055 -22.800065547340964, -42.9956129132916 -22.802059398527252, -42.99227816193736 -22.80325321329552, -42.992177630373774 -22.803931779931496, -42.99100064274621 -22.80865128636796, -42.989830766736375 -22.811940453033678, -42.98925740553288 -22.816447308346667, -42.98820127200017 -22.821118467977545, -42.98670308654089 -22.82566715907122, -42.98477659359855 -22.830051651662068, -42.98243946693526 -22.8342317221514, -42.979713147491566 -22.838169022321186, -42.978324503089716 -22.83981284293458, -42.98048652745869 -22.83924982798375, -42.98528800101695 -22.838487368892807, -42.98876690514337 -22.838107199988208, -42.99351695005695 -22.837815948711746, -42.995906223730806 -22.837897159037603, -42.99852246912097 -22.835717676727096, -43.00265717909342 -22.83292102532099, -43.007050137011 -22.830550580979132, -43.01165755899026 -22.828629969527398, -43.01643352361997 -22.827178333381795, -43.02107025419794 -22.826261581394117))"
73,3305000,São João Da Barra,"POLYGON ((-41.12289716716096 -21.739908011190465, -41.11676214967951 -21.735559505488187, -41.11299760805292 -21.73261092214832, -41.10953195238436 -21.72931620696224, -41.10772461506401 -21.72723466748549, -41.10434213264564 -21.727155825547573, -41.09926324008862 -21.72651384138662, -41.09427661241634 -21.72535589591003, -41.089659487236815 -21.724031310817544, -41.08432400532913 -21.72216837780949, -41.07923282986707 -21.71971525347627, -41.07456734748871 -21.71677656089575, -41.07455540400591 -21.72120862049044, -41.07364060923614 -21.734290185698534, -41.07336843037723 -21.7370666666892, -41.07098583665522 -21.7559335527479, -41.06990390103497 -21.76172785818349, -41.04507959331965 -21.861620005552275, -41.102451322327816 -21.861726604902785, -41.10357344283157 -21.86069176426716, -41.099334242486 -21.826114898884043, -41.09897602936846 -21.82118722540374, -41.09910589120498 -21.816248256030537, -41.099722560009916 -21.811346215419622, -41.10082001455936 -21.80652896764958, -41.10238753918304 -21.801843548872117, -41.10440982839337 -21.797335708045754, -41.11713967687886 -21.772345198361062, -41.12013357608557 -21.767239540837267, -41.12370981829714 -21.76252343408969, -41.123745040352404 -21.76248229092135, -41.12289511241491 -21.757885077906153, -41.12225220607682 -21.75315335623569, -41.12206361438337 -21.748381883538563, -41.1223310574808 -21.7436141804526, -41.12289716716096 -21.739908011190465))"
74,3305109,São João De Meriti,POLYGON EMPTY
75,3305133,São José De Ubá,"POLYGON ((-41.97948307476258 -21.388652139726716, -41.97918346820871 -21.387217372646766, -41.97869631450279 -21.384093775201354, -41.978191238880065 -21.37942290460732, -41.97812679249566 -21.374725247728154, -41.978255740741 -21.373122440599104, -41.97487777336405 -21.37138808725861, -41.970769908070395 -21.36874294499865, -41.96889273450487 -21.36725621790835, -41.96473482068461 -21.365300137402706, -41.962001072820264 -21.363676996144825, -41.961975100666756 -21.363681393109488, -41.95690760628677 -21.36401679161397, -41.95183222904852 -21.363836410524353, -41.946801330586545 -21.363142110795646, -41.946088397058254 -21.362968583642015, -41.946180876079545 -21.363169232700262, -41.947766281260165 -21.367715339720114, -41.94890708811304 -21.372392855978468, -41.94895323999546 -21.372631471030136, -41.94916798992693 -21.372808106693984, -41.959502109149476 -21.377391292959214, -41.96401268446842 -21.379671159604168, -41.96827006182897 -21.382394727050848, -41.97223074261613 -21.385534167977017, -41.975854259632854 -21.38905740598433, -41.975889794538595 -21.389099739914048, -41.97675820240234 -21.389609875568713, -41.977428376677125 -21.390056154888164, -41.97948307476258 -21.388652139726716))"
76,3305158,São José Do Vale Do Rio Preto,POLYGON EMPTY
77,3305208,São Pedro Da Aldeia,"POLYGON ((-42.145769457970694 -22.78818918343289, -42.14588399887165 -22.78771305440044, -42.1475053883141 -22.78305264502405, -42.14824835189203 -22.781447657340845, -42.14829464646078 -22.781196860825855, -42.14959893662945 -22.77662178380183, -42.151332136087916 -22.772191374988076, -42.153478554179664 -22.76794574288022, -42.1564111051048 -22.76277219223604, -42.13682726009362 -22.728668440669228, -42.07722370699954 -22.807005083090104, -42.07806784495158 -22.810662486548964, -42.082114971296505 -22.81094508595811, -42.08683411467501 -22.811733022789213, -42.08891013102589 -22.81228788045237, -42.092759285402785 -22.81174514484604, -42.09798362575584 -22.81155972030625, -42.10319877194401 -22.81192078071745, -42.10834771592266 -22.812824379239554, -42.113374173319805 -22.814260638415046, -42.11617509379397 -22.815221974794632, -42.12145204561799 -22.817376629594676, -42.12644948249696 -22.820117866997954, -42.12741089072054 -22.820798107637664, -42.12802862389736 -22.816912709080466, -42.129311332687365 -22.812055448390208, -42.13107498631811 -22.80735142361095, -42.13330178012542 -22.802848123421885, -42.13596923389252 -22.79859101012136, -42.13905041879523 -22.794623060670016, -42.14251422925733 -22.79098433282422, -42.145769457970694 -22.78818918343289))"
78,3305307,São Sebastião Do Alto,"POLYGON ((-42.148591317235706 -21.911705756619554, -42.149413008915076 -21.914520821050257, -42.150316337883424 -21.919306676154974, -42.15074975780608 -21.92415771310382, -42.15070915632333 -21.929027904458177, -42.15019491866874 -21.93387104103926, -42.14921192401398 -21.938641170368445, -42.148754733293316 -21.940115623817046, -42.149306963866934 -21.9414886924188, -42.15068327314976 -21.946200885100723, -42.15159085685106 -21.951025331072923, -42.15162387717656 -21.95140076065049, -42.15294335744919 -21.95287789704926, -42.15556203182822 -21.956464657133115, -42.159231293757585 -21.955688762654226, -42.16586416616927 -21.9546097307786, -42.17122086784642 -21.95403239722641, -42.17419843583133 -21.954033717184906, -42.173146160129896 -21.95300557594977, -42.16993927599451 -21.949175331225177, -42.16713059823688 -21.945044204289115, -42.16474816294414 -21.9406534318532, -42.16281575147152 -21.936046842398024, -42.16135265305796 -21.93127041867935, -42.1603734722819 -21.92637183873044, -42.15988798327904 -21.921399999942206, -42.15989154667546 -21.920035836031303, -42.155927579387196 -21.917667471784405, -42.152044092948124 -21.914805648010784, -42.148591317235706 -21.911705756619554))"
79,3305406,Sapucaia,"POLYGON ((-42.917135605359945 -22.048917705669872, -42.88644671467395 -22.034949389155326, -42.8826660096283 -22.033031090007366, -42.879061402600854 -22.030799406687326, -42.86944662420615 -22.024267107109317, -42.86549095431521 -22.021282774009972, -42.861850102974486 -22.017921558478548, -42.85855982854086 -22.014216472449135, -42.855989888392486 -22.010669619439028, -42.85209620311057 -22.00825216432183, -42.848104618769696 -22.00549704158611, -42.844398751357396 -22.002368145045526, -42.84101347078371 -21.998894915672654, -42.84045585407958 -21.99819902905165, -42.83617569642393 -21.997873475089, -42.831378291901984 -21.99703335516575, -42.826685384571704 -21.995730468976582, -42.82214150241156 -21.993977178770333, -42.817789759396085 -21.991790120389798, -42.81191646324064 -21.988470632078865, -42.809884272293864 -21.987700404656596, -42.808236956705855 -21.987715358142914, -42.80315408646816 -21.987240943199325, -42.79814608305085 -21.986250720414176, -42.793265151162394 -21.984755012123046, -42.770719393631616 -21.97656537309376, -42.767759231441126 -21.97538198132216, -42.74636044408002 -21.966025499777018, -42.74685645254381 -21.967691169742647, -42.74789164129905 -21.971842518214352, -42.7484846293207 -21.973044949923437, -42.75023254934352 -21.977710224301113, -42.751507524926076 -21.982526285626413, -42.75225209590584 -21.987166131968298, -42.7532474337432 -21.988728424486577, -42.7554737815605 -21.993126209426237, -42.75600973990014 -21.994508010947932, -42.7572730073723 -21.996094114589855, -42.75981334594017 -22.000025305172816, -42.76339611808023 -22.001297382540557, -42.76789216114712 -22.003417481480163, -42.772155472696554 -22.005973532615315, -42.7761439154826 -22.008940272731248, -42.77981806897673 -22.012288379490986, -42.78314161898807 -22.01598476124821, -42.78608171658157 -22.019992884114806, -42.78860930274667 -22.024273133050446, -42.79069939560751 -22.028783203405343, -42.792331337336044 -22.033478519046245, -42.79348899832758 -22.03831267293309, -42.7941609366208 -22.043237885791754, -42.794340510986494 -22.048205478349544, -42.79402594656747 -22.053166352466, -42.79322035242065 -22.058071476403647, -42.7920790364669 -22.06232343493109, -42.793768224424156 -22.063641303561297, -42.79735438921946 -22.067061321604793, -42.80058439847632 -22.070819531492155, -42.80197915445774 -22.072811699286774, -42.803915769524046 -22.07322041003269, -42.80843141508866 -22.07463033498692, -42.81279360201259 -22.076460708851062, -42.81696328184239 -22.078695146891985, -42.81931250950698 -22.080256489992838, -42.823390659881525 -22.082236717090066, -42.82508395312685 -22.083286174301094, -42.82618407889111 -22.08144338875724, -42.826377724715975 -22.080940403643385, -42.82863279828657 -22.076474513154615, -42.831322876360716 -22.072256336460654, -42.83442102637745 -22.06832810516142, -42.837896230235465 -22.064729147977502, -42.8417136948406 -22.06149549699834, -42.84583520044777 -22.05865952693565, -42.850219483310006 -22.056249630993825, -42.854822648803335 -22.05428993660248, -42.85959861089165 -22.052800063857088, -42.86449955353149 -22.051794929086267, -42.869476409397365 -22.051284595512254, -42.87447935113471 -22.051274172499795, -42.877232502759206 -22.051544896989025, -42.88180025265297 -22.051137086775622, -42.886660136358486 -22.05117691443185, -42.89149319520823 -22.05168838097843, -42.896253766354164 -22.052666654068005, -42.89786112644802 -22.053163715126132, -42.89911051833261 -22.052660132488437, -42.90363017760527 -22.051317264937815, -42.906078871059854 -22.050713763159624, -42.910846829973124 -22.049781741731273, -42.91568273409809 -22.049316846651053, -42.91614992127239 -22.049317483287574, -42.917135605359945 -22.048917705669872))"
80,3305505,Saquarema,"POLYGON ((-42.59934034272025 -22.88430169578806, -42.6002158404728 -22.883496822464792, -42.597918842747184 -22.88142617543601, -42.59457309610883 -22.877744558029335, -42.59160976017381 -22.873748689233516, -42.59001745019083 -22.871083660447077, -42.58730861641742 -22.86930328413869, -42.58331813063622 -22.866046415805297, -42.583189981426464 -22.865917706511908, -42.58194036684252 -22.865388606275566, -42.577520056848414 -22.862965847720186, -42.573919207425014 -22.860490524300012, -42.57122099002404 -22.861684373737873, -42.566770751453845 -22.863172393216168, -42.56220061620796 -22.864236671907914, -42.557550835890204 -22.86486783614648, -42.552862363580786 -22.865060326933826, -42.55183846093999 -22.865006163470472, -42.5497531648703 -22.866435561171095, -42.54553167391879 -22.868766088800587, -42.54110531706237 -22.87067912561811, -42.53651526357153 -22.87215687858692, -42.531804205249 -22.873185603218342, -42.52858385220977 -22.873569045107217, -42.52463300908775 -22.874548405219823, -42.520116805462706 -22.875238284790722, -42.51787550626342 -22.875373331655343, -42.515484141907 -22.87616101101958, -42.51091234034479 -22.877429882075837, -42.50624085174034 -22.878259699827026, -42.50151174079922 -22.878642992128324, -42.4940937069984 -22.878890911746883, -42.489555914701164 -22.878836510056836, -42.486772257854206 -22.878549389709068, -42.48631504863602 -22.87859797885559, -42.48113301607256 -22.87860932024319, -42.47597764089247 -22.878084251801692, -42.47090429922853 -22.877028413520176, -42.46596748605576 -22.875453146618018, -42.461220229837146 -22.873375371723906, -42.45766536064949 -22.87159457281098, -42.45583646269344 -22.87056932161643, -42.45527447109685 -22.870587602478007, -42.45328518863115 -22.870482710980156, -42.43341699992578 -22.87428478412472, -42.43344535533152 -22.874349405499704, -42.43494849462589 -22.878930927476738, -42.436003334498714 -22.88363593376866, -42.4362059188477 -22.885260305674322, -42.45323357817901 -22.885094638986185, -42.4605365106244 -22.885559097571996, -42.474786798712294 -22.887520146391402, -42.483523269849165 -22.886617891185786, -42.48638913184765 -22.886465257617647, -42.48735887964779 -22.88623885358553, -42.49203233739379 -22.885385762092234, -42.49594818929095 -22.8848299764592, -42.49989571954003 -22.8845854387668, -42.5747081344112 -22.882916346714605, -42.57900461327573 -22.88300521295035, -42.59934034272025 -22.88430169578806))"
81,3305554,Seropédica,"POLYGON ((-43.72858566360047 -22.789878976047813, -43.727874910725355 -22.788440888650317, -43.72715392157961 -22.787580639098024, -43.72435355166019 -22.783470055716066, -43.7219754379978 -22.779101584263216, -43.72083516816811 -22.776733555406725, -43.71895173849438 -22.77228409619612, -43.71750656638059 -22.767673622016147, -43.71683433224251 -22.764473950233665, -43.716293589630894 -22.76400734423402, -43.7128520189735 -22.760377496258933, -43.7069822507782 -22.75353098517421, -43.703546398228674 -22.749030895368808, -43.700641327616005 -22.744171218863713, -43.698503076460646 -22.73945291650791, -43.69810373709465 -22.73896081879271, -43.695383563970516 -22.734834479472223, -43.69459374226456 -22.733331876318612, -43.6947538946641 -22.737424110809098, -43.69468195980839 -22.747269351002704, -43.69439767108268 -22.752240768667495, -43.693620298988456 -22.757159254847664, -43.69235755375516 -22.761976026396447, -43.69224531494593 -22.762277854027836, -43.69170457953888 -22.765652824483887, -43.690535424545445 -22.770184302515723, -43.688947720558716 -22.7745866215185, -43.686955376638224 -22.778821215035496, -43.684952674995145 -22.782212821373005, -43.684904363122506 -22.784025554406504, -43.68438740506341 -22.790984258262807, -43.68381755824904 -22.795660026263075, -43.68281023766301 -22.800261421379904, -43.681860771560956 -22.803793034634456, -43.68610409706325 -22.80500265940322, -43.687833450744094 -22.805676503084094, -43.72858566360047 -22.789878976047813))"
82,3305604,Silva Jardim,"POLYGON ((-42.53148915612484 -22.573724415724463, -42.54396418078256 -22.54798149523941, -42.542087792017554 -22.544197402332692, -42.54034377021649 -22.539588209256035, -42.53814320807265 -22.532775481593678, -42.53619627676378 -22.53003045666642, -42.53356199545207 -22.525901710895777, -42.531344280637974 -22.521535050768037, -42.530452011539694 -22.51924772870076, -42.52867246379585 -22.517359889262476, -42.525750925601315 -22.513600320176412, -42.523200234375054 -22.50957990733651, -42.5210699234536 -22.505387075082236, -42.519857161603404 -22.504435185594787, -42.51968723560471 -22.504273013723267, -42.51908378842316 -22.50409958836314, -42.514314793061196 -22.502179772874495, -42.50976813681574 -22.499780413531145, -42.505491885133 -22.496926875408263, -42.50153124484942 -22.493649324978914, -42.50071534373554 -22.492818987102705, -42.49759293539772 -22.494256445778888, -42.49690931242636 -22.494488488180778, -42.49494452395374 -22.49542325601715, -42.49041082304363 -22.497065811269493, -42.48573997975095 -22.498263999332597, -42.48097543746156 -22.499006675892012, -42.476161511053114 -22.49928693333336, -42.46851315757049 -22.499362753442263, -42.46368472704944 -22.499177125461912, -42.458896761683704 -22.49852629007552, -42.454193977620626 -22.49741632561674, -42.449620295475555 -22.49585759835402, -42.44521843014493 -22.493864665677116, -42.441029491879895 -22.491456140141548, -42.43836937460788 -22.489563110210053, -42.43496998980854 -22.488266610868916, -42.4306785640177 -22.486139391550772, -42.42661037021657 -22.48361130995748, -42.42480912295995 -22.482236710771616, -42.42124720586118 -22.481430133804185, -42.41654286798208 -22.47986118150173, -42.41241935085371 -22.478014123749574, -42.41017789999587 -22.478298137681165, -42.40540381031233 -22.478671911984833, -42.40061585938447 -22.4785872630096, -42.39585796543822 -22.47804496721138, -42.391173770997135 -22.477049998882876, -42.3866062425646 -22.475611484526116, -42.38249480549679 -22.473868735244288, -42.36437772439141 -22.477848380601746, -42.35935341078641 -22.478686388661526, -42.35426990858824 -22.47900886363851, -42.35028728684364 -22.478855186475982, -42.34978732989546 -22.4805972426423, -42.34797982991516 -22.485154677961013, -42.34573467457248 -22.48951318118463, -42.34307345083206 -22.493630845700647, -42.34002174611838 -22.497468080538855, -42.336608902295 -22.50098799103491, -42.3328677335452 -22.504156733569197, -42.32883421086662 -22.50694384097014, -42.323997735019525 -22.509946524342947, -42.320580225922455 -22.511836976988686, -42.31720281154542 -22.515071462635056, -42.31553236338321 -22.51637688507324, -42.315696122775755 -22.520040720787964, -42.31541631934769 -22.525052622741395, -42.314635394796206 -22.530011212056316, -42.31336122004459 -22.534866511207913, -42.31160663747527 -22.539569583730913, -42.308728111860766 -22.54624177316121, -42.30662577956151 -22.550537413355286, -42.304122656304116 -22.554612545222085, -42.30272618714844 -22.556462865786663, -42.302072767430474 -22.557699205164763, -42.29931429942406 -22.561854952849227, -42.29655151206224 -22.56523123725619, -42.29648091623089 -22.565419171745063, -42.29701652991266 -22.565662729803762, -42.30117694830818 -22.56806062148286, -42.3224960404534 -22.58175235514795, -42.32595466510123 -22.58418614592946, -42.32919524645992 -22.586903507605868, -42.33219460086339 -22.589884999713025, -42.346699085842 -22.60557735199582, -42.349499624267565 -22.608883865143397, -42.35200336397942 -22.61242043581616, -42.354191500846106 -22.616160502890537, -42.35867028089938 -22.62463861239395, -42.3605567219169 -22.62862614233215, -42.36208436453388 -22.632764422500934, -42.36324131815782 -22.637021242092207, -42.368635087229215 -22.6610006406916, -42.37020625585699 -22.663122220997877, -42.37257645377948 -22.663638178436173, -42.377316720431956 -22.66517788481271, -42.38188014772016 -22.667181869605002, -42.384267506058954 -22.668375548774303, -42.38524988078359 -22.668930847945596, -42.38796010696863 -22.669283623151255, -42.392671003963365 -22.670367555344914, -42.39582288456441 -22.67142211017779, -42.395886822863694 -22.67142185439736, -42.40071265385867 -22.67187182294551, -42.405472245460956 -22.672786920899707, -42.41012087442226 -22.674158549590892, -42.41461486014881 -22.675973820583323, -42.41891197514372 -22.678215676780063, -42.422971841795444 -22.680863052699085, -42.42343014154285 -22.681194633622344, -42.42491155291863 -22.681619148672436, -42.426720293196794 -22.679978537627747, -42.43065908572924 -22.677054811167, -42.43486541457034 -22.67453111136088, -42.43929879420372 -22.672431728580815, -42.44391655377063 -22.67077686918706, -42.44867424777295 -22.66958246104442, -42.45352608385687 -22.668860000218054, -42.45842536355999 -22.668616440324936, -42.463324931779546 -22.668854125605947, -42.46817763063584 -22.669570768362792, -42.472936753362376 -22.670759470976865, -42.47729546069681 -22.672315599281706, -42.478009353917805 -22.630831480918186, -42.478314466486125 -22.62611023739227, -42.47906444570236 -22.62143896719182, -42.480252576782384 -22.616859493570644, -42.48186822203973 -22.6124128179008, -42.48389691612799 -22.608138752575304, -42.48632049555328 -22.604075564556066, -42.48911726129733 -22.600259632758558, -42.49226217309519 -22.596725122340683, -42.49779344504719 -22.591071555082895, -42.50128954856132 -22.587823762036205, -42.50507933907128 -22.58492404009329, -42.50912829780161 -22.582398800964878, -42.51339954537945 -22.58027104543748, -42.51785417774515 -22.578560153873976, -42.52245162050442 -22.577281709690272, -42.5260373538888 -22.576466727883048, -42.52713590933641 -22.575857199453147, -42.531225467174586 -22.57382654813138, -42.53148915612484 -22.573724415724463))"
83,3305703,Sumidouro,"POLYGON ((-42.69512111640885 -22.125956023220915, -42.69238930817059 -22.122255396594404, -42.6898790857164 -22.118047427561184, -42.68779278683131 -22.113613966484763, -42.68615044684449 -22.108997589168965, -42.68496783761995 -22.104242628014962, -42.68445788866669 -22.100768141121282, -42.683594897521075 -22.097696587792488, -42.683062125714095 -22.09535416149618, -42.682231274812096 -22.090688537117675, -42.682011250716734 -22.08799203751778, -42.6802480123888 -22.086233124753416, -42.6771633897943 -22.082492857564613, -42.6744555082728 -22.078471430845198, -42.673079639147616 -22.0759265104588, -42.67248700261735 -22.07514926289252, -42.669932962640544 -22.071024044565686, -42.66779077556607 -22.066670703207013, -42.66608061269566 -22.062130230830288, -42.66481857729669 -22.057445381515855, -42.66401655297036 -22.052660268828873, -42.66383541248685 -22.05003880610467, -42.66362977584393 -22.049539164066466, -42.662196046588136 -22.04473779388308, -42.66190976352443 -22.04324857637474, -42.66117522297393 -22.04192167970431, -42.65925265804125 -22.037483952819233, -42.65908827191029 -22.03697438516237, -42.636780068432415 -22.046345942697048, -42.63728630242676 -22.046912766957494, -42.640191597218035 -22.05089430589423, -42.64041266777041 -22.051270095093887, -42.64228508624065 -22.053373103468648, -42.64518787423622 -22.057365239076045, -42.64768290089706 -22.061624131751003, -42.650792348331876 -22.06758862359321, -42.652800653829495 -22.071937242237432, -42.654383627176045 -22.0764580796011, -42.655526740617766 -22.08110964565395, -42.656219503219575 -22.08584925060185, -42.65645555714574 -22.090633396672843, -42.65623273600898 -22.095418177318354, -42.655553084752526 -22.100159680166, -42.655247870667644 -22.101416650496077, -42.65572517561772 -22.102550820408005, -42.65773035160657 -22.105027119600305, -42.660437407946695 -22.109139695781895, -42.662726860590695 -22.113498576770052, -42.66457650968985 -22.118061496349444, -42.66596841998342 -22.122784209829288, -42.66688909470919 -22.127620923065294, -42.66732960647586 -22.13252473650602, -42.667285683828155 -22.137448099957872, -42.66675775266532 -22.142343273659115, -42.66633205563178 -22.144381029353244, -42.6694224253937 -22.146289327661087, -42.67327318372891 -22.149216474617546, -42.67682308268942 -22.15250201056029, -42.68003890014955 -22.156115187434462, -42.68122776354707 -22.157588698651075, -42.684060181820016 -22.16146651979354, -42.68650753349577 -22.165598173198788, -42.687926489742786 -22.16862249197647, -42.69045756109833 -22.170480378790103, -42.69406250464562 -22.173706470520784, -42.694919039363654 -22.17463701104508, -42.69491383515741 -22.174448392114847, -42.69522510224894 -22.17008156421565, -42.69500093281305 -22.167296567422444, -42.69509900760757 -22.16230199105113, -42.69569498190117 -22.15734212951722, -42.69678290658029 -22.152466492975524, -42.69835192180159 -22.147723750833098, -42.69883524510699 -22.14663983532948, -42.69870833837269 -22.146365242529203, -42.69713311340461 -22.141881292838075, -42.69599073053101 -22.137268040200002, -42.69529151101597 -22.132567164685547, -42.69504177220671 -22.1278211380253, -42.69512111640885 -22.125956023220915))"
84,3305752,Tanguá,POLYGON EMPTY
85,3305802,Teresópolis,"POLYGON ((-42.97096362585596 -22.324685023315634, -42.968045750062146 -22.32344766066869, -42.96370693403621 -22.321077366577537, -42.95962341965011 -22.318290158504226, -42.95583513325109 -22.31511328822918, -42.952379114610295 -22.311577817434518, -42.94928915476831 -22.30771831400009, -42.94771274467162 -22.30529209454721, -42.94430117895416 -22.302952465227065, -42.94192066239614 -22.300944583751193, -42.941525271783156 -22.300811623598527, -42.93706795507873 -22.299071169570436, -42.93279742301295 -22.29691260330956, -42.92875278828281 -22.29435569456516, -42.924971094650125 -22.291423861402105, -42.921486977667314 -22.288143955720912, -42.92142120546602 -22.28807581470998, -42.91968933146167 -22.28706352534796, -42.91555058267698 -22.28403606505125, -42.91174367761844 -22.280600627491605, -42.90830865694396 -22.276793346267837, -42.907373189899765 -22.275514203837226, -42.905117581052146 -22.275536396908564, -42.90029167028545 -22.27511506902701, -42.8955291819609 -22.27422870743574, -42.89087482047422 -22.272885632209594, -42.88637227525901 -22.271098450490527, -42.8820638106841 -22.26888393814723, -42.87798986932741 -22.26626288230385, -42.874188692350714 -22.26325988621599, -42.87069596053852 -22.259903138325548, -42.86754445937069 -22.25622414766219, -42.864364377789876 -22.252125505888078, -42.86157705641668 -22.248148291973333, -42.8591887498042 -22.243919417124637, -42.85727374569298 -22.23959563352082, -42.85352939213875 -22.23861615830126, -42.84887716055936 -22.23689085382511, -42.84441883957986 -22.234712940087753, -42.84325409780301 -22.23399290809133, -42.840820474334265 -22.233140278274146, -42.83652844390108 -22.2311639120679, -42.83244214559642 -22.228791210066834, -42.8285980742299 -22.226043362918663, -42.82508500796517 -22.223272236977998, -42.82272225354738 -22.22257983496507, -42.817911018711015 -22.220607138567374, -42.81333068357869 -22.218145423351558, -42.808335333360155 -22.215115763700563, -42.8046182637794 -22.213869066383875, -42.800103885083054 -22.21183872020181, -42.797856630385446 -22.210546991771352, -42.79572631927171 -22.214826842767714, -42.793025166284856 -22.219105759691026, -42.792854653938065 -22.219323503700785, -42.79393489665809 -22.223645744184306, -42.794649417740736 -22.22844193906552, -42.79489597867265 -22.23328479291661, -42.794672260397775 -22.238128755741574, -42.793980367123034 -22.24292826711384, -42.792826806526925 -22.247638184699873, -42.79122242855085 -22.252214208850383, -42.78918232334881 -22.256613299265545, -42.786725679355285 -22.260794079815298, -42.783875602806276 -22.264717227707102, -42.7806589004111 -22.268345843340786, -42.77710582721889 -22.27164579737182, -42.77324980205141 -22.27458605171863, -42.77052260663864 -22.276274809468294, -42.76886935031884 -22.277884367330728, -42.768050654980755 -22.278542640029382, -42.76812474288125 -22.28010563293198, -42.76789270914391 -22.28488965840633, -42.76777077480343 -22.285728829678494, -42.769415996546606 -22.288848919382694, -42.77127545472804 -22.293417100726874, -42.771328316851545 -22.293595623520314, -42.77182526796185 -22.294498035915254, -42.773784102135046 -22.299085362587487, -42.77527612270483 -22.303845033997913, -42.776286480726 -22.308729680759445, -42.77680512087414 -22.31369068970044, -42.77682688151856 -22.318678687674602, -42.77643675740368 -22.322753917116472, -42.7771568022895 -22.32549441283126, -42.77736326532748 -22.32678836948757, -42.77846480818853 -22.327961280323628, -42.778794610975204 -22.328393741174168, -42.78272219975906 -22.327271280907123, -42.78780871718401 -22.326371867726152, -42.79296088428509 -22.32600203296993, -42.79812371383023 -22.3261657237522, -42.80324210479091 -22.326861193059933, -42.81298466637702 -22.328701832013547, -42.81782954635475 -22.329869930618443, -42.82253407506937 -22.33151453571471, -42.8270515133737 -22.333619308271533, -42.83133698085004 -22.336163337528173, -42.835347901693815 -22.339121348740854, -42.83904442770109 -22.34246395428547, -42.84238983415754 -22.34615794562149, -42.84450581766485 -22.34902256936478, -42.844547287993656 -22.3490508999768, -42.84812392166954 -22.352016613522412, -42.851409820931885 -22.355301523159493, -42.85437661169189 -22.358877263344745, -42.856998675396525 -22.362712957182232, -42.858047642068264 -22.364411825219495, -42.85938784226003 -22.36487404146162, -42.87074719470053 -22.36938725653221, -42.87559772112198 -22.371621302912594, -42.8801823134323 -22.374359930879837, -42.884448673225194 -22.37757189973281, -42.888348132308835 -22.381220569168352, -42.88935609234342 -22.382270127618742, -42.892562116778514 -22.385952632052167, -42.8929915733006 -22.386555911587006, -42.89812590681442 -22.389947542173335, -42.90208862308137 -22.392854718926092, -42.9057467798484 -22.3961368959402, -42.90906503230204 -22.399762361088015, -42.911249876381255 -22.40267944723387, -42.91172845491786 -22.402602716340322, -42.912326524402744 -22.402564426357838, -42.91673135752308 -22.401271029178506, -42.921417588775306 -22.400369175643423, -42.9261684539189 -22.39991819500591, -42.93094067427674 -22.399922195537794, -42.93569077663336 -22.40038114079566, -42.94037548926033 -22.401290849952854, -42.94495213610624 -22.402643035885305, -42.95105193760754 -22.4047666475977, -42.955457788383626 -22.406539336721007, -42.95552798138698 -22.406575661419655, -42.95762060841701 -22.406975046129205, -42.966779848671436 -22.409172538826613, -42.97148894568136 -22.41054990823504, -42.976040374846704 -22.412382183784455, -42.97834279733919 -22.413583451472356, -42.97968879138321 -22.413388845679968, -42.9806921655464 -22.41329451568142, -42.98099065821432 -22.412829390666662, -42.98027352249904 -22.409874991604234, -42.97878118229274 -22.4020725199741, -42.97809782944388 -22.39722294632169, -42.977892198724646 -22.392329782546227, -42.97816626298377 -22.387439974318077, -42.97877215716376 -22.38353619027491, -42.97745171960098 -22.381519147926305, -42.97519151550697 -22.377199790424815, -42.973362688724514 -22.372680856438574, -42.97198262435297 -22.36800530362606, -42.97106444148948 -22.3632175784876, -42.970616868516885 -22.358363193850344, -42.97064416013042 -22.353488296216543, -42.97114605689195 -22.34863922708804, -42.97211778769623 -22.343862082437074, -42.97355011512571 -22.3392022745111, -42.97542942326287 -22.334704100137216, -42.97577535279336 -22.33406065440818, -42.97577657819636 -22.334039346236764, -42.97609104070272 -22.332054309688566, -42.97351594701605 -22.32872759405503, -42.971032386839894 -22.324819245871232, -42.97096362585596 -22.324685023315634))"
